113 3 943680 470.327120 0.293340
114 3 953664 475.071410 0.058167
115 3 963648 479.460330 0.087373
116 3 973632 483.709960 0.117505
117 3 993600 487.015230 -0.047106
118 4 3584 490.628810 -0.215363
119 4 13568 493.899930 -0.238210
120 4 33536 496.679170 -0.248592
121 4 43520 498.851320 -0.263231
122 4 53504 500.383730 -0.293048
123 4 63488 501.423100 -0.285062
124 4 93440 502.001010 -0.307376
125 4 103424 502.201870 -0.298804
126 4 113408 502.067290 -0.273033
127 4 123392 501.887120 -0.249570
128 4 143360 501.684910 -0.245418
129 4 153344 501.454530 -0.235533
130 4 163328 501.249330 -0.244285
131 4 183296 501.066250 -0.233997
132 4 193280 500.893010 -0.229555
133 4 203264 500.762820 -0.235377
134 4 213248 500.713200 -0.189897
135 4 233216 500.673340 -0.151367
136 4 243200 500.673340 -0.147626
137 4 253184 500.680820 -0.147266
138 4 273152 500.693790 -0.150343
139 4 283136 500.691190 -0.153744
140 4 293120 500.688020 -0.151793
141 4 303104 500.687710 -0.135177
142 4 323072 500.687710 -0.135177
143 4 333056 500.687710 -0.135177
144 4 343040 500.687710 -0.135177
145 4 363008 500.687710 -0.135177
146 4 372992 500.687710 -0.135177
147 4 382976 500.687710 -0.135177
148 4 392960 500.683960 -0.135356
149 4 412928 500.683960 -0.135356
150 4 422912 500.680210 -0.135536
151 4 432896 500.676940 -0.133627
152 4 442880 500.676940 -0.133627
153 4 462848 500.676940 -0.133627
154 4 472832 500.676940 -0.133627
155 4 482816 500.676940 -0.133627
156 4 502784 500.676940 -0.133627
157 4 512768 500.676940 -0.133627
158 4 522752 500.676940 -0.133627
159 4 532736 500.676940 -0.133627
160 4 552704 500.673680 -0.131719
161 4 562688 500.673680 -0.131719
162 4 572672 500.673680 -0.131719
163 4 592640 500.673680 -0.131719
164 4 602624 500.670410 -0.129811
165 4 612608 500.670410 -0.129811
166 4 622592 500.670410 -0.129811
167 4 642560 500.670410 -0.129811
168 4 652544 500.670410 -0.129811
169 4 662528 500.670410 -0.129811
170 4 682496 500.670410 -0.129811
171 4 692480 500.670410 -0.129811
172 4 702464 500.666660 -0.129990
173 4 712448 500.666660 -0.129990
174 4 732416 500.666660 -0.129990
175 4 742400 500.666660 -0.129990
176 4 752384 500.666660 -0.129990
177 4 772352 500.666660 -0.129990
178 4 782336 500.666660 -0.129990
179 4 792320 500.666660 -0.129990
180 4 802304 500.666660 -0.129990
181 4 822272 500.662900 -0.130170
182 4 832256 500.662900 -0.130170
183 4 842240 500.662900 -0.130170
184 4 862208 500.662900 -0.130170
185 4 872192 500.662900 -0.130170
186 4 882176 500.662900 -0.130170
187 4 892160 500.662900 -0.130170
188 4 912128 500.662900 -0.130170
189 4 922112 500.662900 -0.130170
